2024-03-07T00:03:59.236+01:00 r= ip=  INFO 25592 --- [wendys-tournament-management] [main] .a.i.SeprIndividualAssignmentApplication : Starting SeprIndividualAssignmentApplication using Java 21.0.1 with PID 25592 (/home/ivan/Wendys-Tournament-Management/backend/target/classes started by ivan in /home/ivan/Wendys-Tournament-Management/backend)
2024-03-07T00:03:59.250+01:00 r= ip=  INFO 25592 --- [wendys-tournament-management] [main] .a.i.SeprIndividualAssignmentApplication : No active profile set, falling back to 1 default profile: "default"
2024-03-07T00:34:31.515+01:00 r=ee56c9d3a5fe ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:34:31.517+01:00 r=ee56c9d3a5fe ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:34:31.523+01:00 r=ee56c9d3a5fe ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=7ms
2024-03-07T00:34:31.827+01:00 r=5ee9cf758c50 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:34:31.829+01:00 r=5ee9cf758c50 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:34:31.834+01:00 r=5ee9cf758c50 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=6ms
2024-03-07T00:37:55.221+01:00 r=64e9cd7bbefd ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:37:55.222+01:00 r=64e9cd7bbefd ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:37:55.226+01:00 r=64e9cd7bbefd ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=4ms
2024-03-07T00:37:55.531+01:00 r=7bad778a0487 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:37:55.533+01:00 r=7bad778a0487 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:37:55.537+01:00 r=7bad778a0487 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=5ms
2024-03-07T00:38:20.019+01:00 r=61744fc203a6 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:38:20.021+01:00 r=61744fc203a6 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:38:20.026+01:00 r=61744fc203a6 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=6ms
2024-03-07T00:38:20.328+01:00 r=91e1c48f052b ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:38:20.330+01:00 r=91e1c48f052b ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:38:20.335+01:00 r=91e1c48f052b ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=6ms
2024-03-07T00:38:51.316+01:00 r=9ac7083fffa1 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:38:51.318+01:00 r=9ac7083fffa1 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:38:51.321+01:00 r=9ac7083fffa1 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=5ms
2024-03-07T00:38:51.623+01:00 r=466db1249e2f ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:38:51.624+01:00 r=466db1249e2f ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:38:51.627+01:00 r=466db1249e2f ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=3ms
2024-03-07T00:39:03.976+01:00 r=cc79b3c777a6 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:39:03.977+01:00 r=cc79b3c777a6 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:39:03.979+01:00 r=cc79b3c777a6 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=3ms
2024-03-07T00:39:04.290+01:00 r=d0de19ed3e8c ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:39:04.292+01:00 r=d0de19ed3e8c ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:39:04.295+01:00 r=d0de19ed3e8c ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=5ms
2024-03-07T00:39:10.742+01:00 r=6dcb28f723e3 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:39:10.745+01:00 r=6dcb28f723e3 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:39:10.750+01:00 r=6dcb28f723e3 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=7ms
2024-03-07T00:39:12.845+01:00 r=ec47debbcaff ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/2 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:39:12.847+01:00 r=ec47debbcaff ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/2
2024-03-07T00:39:12.850+01:00 r=ec47debbcaff ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/2 status=200 time=4ms
2024-03-07T00:39:19.495+01:00 r=d9ca1ec1eb0f ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:39:19.496+01:00 r=d9ca1ec1eb0f ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:39:19.499+01:00 r=d9ca1ec1eb0f ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=4ms
2024-03-07T00:39:19.804+01:00 r=2974c2ac2330 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:39:19.805+01:00 r=2974c2ac2330 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:39:19.808+01:00 r=2974c2ac2330 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=4ms
2024-03-07T00:39:33.637+01:00 r=4fd7b4de69f6 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:39:33.638+01:00 r=4fd7b4de69f6 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:39:33.642+01:00 r=4fd7b4de69f6 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=5ms
2024-03-07T00:39:33.944+01:00 r=0788c667a54d ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:39:33.946+01:00 r=0788c667a54d ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:39:33.949+01:00 r=0788c667a54d ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=5ms
2024-03-07T00:39:40.696+01:00 r=7c7f0ebd4929 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:39:40.699+01:00 r=7c7f0ebd4929 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:39:40.704+01:00 r=7c7f0ebd4929 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=7ms
2024-03-07T00:39:40.986+01:00 r=1715b5c35693 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:39:40.988+01:00 r=1715b5c35693 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:39:40.992+01:00 r=1715b5c35693 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=5ms
2024-03-07T00:40:01.859+01:00 r=462579b24b7e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:40:01.862+01:00 r=462579b24b7e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:40:01.866+01:00 r=462579b24b7e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=6ms
2024-03-07T00:40:02.168+01:00 r=ebd7635b93ad ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:40:02.170+01:00 r=ebd7635b93ad ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:40:02.175+01:00 r=ebd7635b93ad ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=7ms
2024-03-07T00:40:03.459+01:00 r=db941c48ee6e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:40:03.460+01:00 r=db941c48ee6e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T00:40:03.463+01:00 r=db941c48ee6e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=4ms
2024-03-07T00:42:01.368+01:00 r=0d19ad608943 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:42:01.368+01:00 r=0d19ad608943 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T00:42:01.370+01:00 r=0d19ad608943 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=2ms
2024-03-07T00:42:23.096+01:00 r=80accb64209e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:42:23.097+01:00 r=80accb64209e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T00:42:23.100+01:00 r=80accb64209e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=3ms
2024-03-07T00:42:35.068+01:00 r=f8bb5341f5a2 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:42:35.069+01:00 r=f8bb5341f5a2 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T00:42:35.072+01:00 r=f8bb5341f5a2 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=3ms
2024-03-07T00:42:43.234+01:00 r=356ed1cc323b ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:42:43.235+01:00 r=356ed1cc323b ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T00:42:43.239+01:00 r=356ed1cc323b ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=4ms
2024-03-07T00:42:45.721+01:00 r=53d2eedfdcd1 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:42:45.722+01:00 r=53d2eedfdcd1 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T00:42:45.725+01:00 r=53d2eedfdcd1 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=3ms
2024-03-07T00:43:27.343+01:00 r=ba9030d9d77e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:43:27.345+01:00 r=ba9030d9d77e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:43:27.349+01:00 r=ba9030d9d77e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=5ms
2024-03-07T00:43:27.656+01:00 r=99863cb67e19 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:43:27.658+01:00 r=99863cb67e19 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:43:27.661+01:00 r=99863cb67e19 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=4ms
2024-03-07T00:44:03.030+01:00 r=ea125a0dad2a ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:44:03.032+01:00 r=ea125a0dad2a ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:44:03.036+01:00 r=ea125a0dad2a ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=5ms
2024-03-07T00:44:03.504+01:00 r=587df5c127a7 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:44:03.506+01:00 r=587df5c127a7 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:44:03.510+01:00 r=587df5c127a7 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=5ms
2024-03-07T00:44:07.566+01:00 r=bcdf1765d8c4 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:44:07.567+01:00 r=bcdf1765d8c4 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T00:44:07.569+01:00 r=bcdf1765d8c4 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=3ms
2024-03-07T00:44:21.724+01:00 r=25b15c583f11 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:44:21.725+01:00 r=25b15c583f11 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T00:44:21.729+01:00 r=25b15c583f11 ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=4ms
2024-03-07T00:44:22.033+01:00 r=34beb8c78e5e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T00:44:22.034+01:00 r=34beb8c78e5e ip=127.0.0.1  INFO 25592 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
